AAR,ACE,AGA,AGP,AHO,ALC,AOI,ATH,BCN,BDS,BES,BGY,BHX,BIQ,BLL,BLQ,BOD,BOH,BRE,BRI,BRQ,BRS,BRU,BSL,BTS,BUD,BVA,BVE,BZG,BZR,CAG,CCF,CFE,CFU,CGN,CHQ,CIA,CIY,CRL,CRV,CTA,CUF,CWL,DLE,DNR,DOL,DTM,DUB,EBU,EDI,EFL,EGC,EIN,EMA,ESU,FAO,FCO,FEZ,FKB,FMM,FMO,FNI,FSC,FUE,GDN,GNB,GOA,GPA,GRO,HAU,HHN,IBZ,KGS,KIR,KLX,KRK,KTW,KUN,LBA,LCJ,LDE,LDY,LEI,LEJ,LGW,LIG,LIL,LIS,LNZ,LPA,LPL,LPP,LRH,LTN,LUZ,MAD,MAH,MAN,MJV,MLA,MPL,MRS,MST,MXP,NCE,NCL,NDR,NOC,NRN,NTE,NUE,NYO,OPO,ORK,OSI,OSR,OTP,OUD,PDV,PEG,PFO,PGF,PIK,PIS,PMF,PMI,PMO,POZ,PRG,PSA,PSR,PUY,RAK,RBA,RDZ,REU,RHO,RIX,RJK,RYG,RZE,SCQ,SDR,SFT,SKG,SNN,STN,SUF,SVQ,SXB,SXF,SZG,SZZ,TFN,TFS,TGD,TLL,TLN,TMP,TNG,TPS,TRF,TRN,TRS,TSF,TUF,VLC,VLL,VNO,VRN,VST,VXO,WMI,WRO,XCR,XRY,ZAD,ZAZ,ZTH,GLA,CPH,HAM,GOT,PDL,LRT,JTR,STR,CDT,VDA,SOF,AMS
Aarhus,Lanzarote,Agadir,Malaga,Alghero,Alicante,Ancona,Athens,Barcelona El Prat,Brindisi,Brest,Milan Bergamo,Birmingham,Biarritz,Billund,Bologna,Bordeaux,Bournemouth,Bremen,Bari,Brno,Bristol,Brussels Zaventem,Basel,Bratislava,Budapest,Paris Beauvais,Brive,Bydgoszcz,Beziers,Cagliari,Carcassonne,Clermont Ferrand,Corfu,Cologne,Chania,Rome Ciampino,Comiso,Brussels Charleroi,Crotone,Catania,Cuneo,Cardiff,Dole,Dinard,Deauville-Normandy,Dortmund,Dublin,St Etienne,Edinburgh,Kefalonia,Bergerac,Eindhoven,East Midlands,Essaouira,Faro,Rome Fiumicino,Fez,Baden-Baden,Memmingen (Munich West),Münster,Nimes,Figari,Fuerteventura,Gdansk,Grenoble,Genoa,Patras (Araxos),Girona Barcelona,Haugesund,Frankfurt Hahn,Ibiza,Kos,Kerry,Kalamata,Krakow,Katowice,Kaunas,Leeds Bradford,Lodz,Lourdes,Derry,Almeria,Leipzig,London Gatwick,Limoges,Lille,Lisbon,Linz,Gran Canaria,Liverpool,Lappeenranta,La Rochelle,London Luton,Lublin,Madrid,Menorca,Manchester,Murcia,Malta,Montpellier,Marseille Provence,Maastricht,Milan Malpensa,Nice,Newcastle,Nador,Knock Ireland West,Dusseldorf Weeze,Nantes,Nuremberg,Stockholm Skavsta,Porto,Cork,Osijek,Ostrava,Bucharest (Otopeni),Oujda,Plovdiv,Perugia,Paphos,Perpignan,Glasgow Prestwick,Poitiers,Parma,Palma,Palermo,Poznan,Prague,Pisa,Pescara,Pula,Marrakesh,Rabat,Rodez,Reus Barcelona,Rhodes,Riga,Rijeka,Oslo Rygge,Rzeszow,Santiago,Santander,Skelleftea,Thessaloniki,Shannon,London Stansted,Lamezia,Seville,Strasbourg,Berlin Schonefeld,Salzburg,Szczecin,Tenerife North,Tenerife Sth,Podgorica,Tallinn,Toulon,Tampere,Tangier,Trapani,Oslo Torp,Turin,Trieste,Venice Treviso,Tours Loire Valley,Valencia,Valladolid,Vilnius,Verona,Stockholm Vasteras,Växjö,Warsaw Modlin,Wroclaw,Paris Vatry,Jerez,Zadar,Zaragoza,Zakynthos,Glasgow International,Copenhagen,Hamburg,Gothenburg Landvetter,Ponta Delgada,Lorient,Santorini National,Stuttgart,Castellon,Eilat (Ovda),Sofia,Amsterdam
-1,3110,-1,2144,-1,1975,-1,-1,1676,-1,-1,-1,-1,-1,-1,1635,1250,-1,847,-1,-1,-1,-1,-1,1642,-1,-1,-1,-1,1483,-1,-1,-1,2492,-1,-1,1949,-1,801,-1,-1,-1,-1,-1,-1,-1,-1,337,-1,-1,-1,-1,-1,-1,-1,2133,-1,-1,-1,-1,-1,-1,-1,3169,1392,-1,-1,-1,-1,-1,974,-1,-1,-1,-1,1670,-1,1723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3259,-1,-1,-1,-1,-1,-1,-1,-1,-1,2609,-1,1519,-1,-1,-1,-1,-1,-1,789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1071,-1,1877,-1,1365,-1,1677,-1,-1,-1,-1,-1,-1,-1,-1,-1,921,-1,-1,1392,-1,-1,-1,509,-1,-1,-1,-1,-1,-1,-1,3276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,970,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2957,-1,1818,1223,1535,-1,-1,-1,1538,-1,716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,944,-1,1730,-1,2315,1205,-1,-1,-1,1731,-1,-1,-1,-1,-1,-1,818,-1,-1,-1,-1,-1,-1,-1,1918,-1,2119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1080,-1,-1,1432,-1,-1,-1,1023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1804,-1,3137,-1,-1,-1,-1,-1,1398,-1,560,1596,1878,-1,890,-1,-1,-1,-1,-1,-1,-1,-1,-1,1094,1560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1338,-1,-1,-1,941,-1,-1,2463,-1,-1,1189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,357,-1,1793,-1,-1,-1,-1,-1,3181,-1,-1,-1,-1,-1,1605,-1,714,-1,816,-1,-1,-1,-1,-1,-1,-1,1050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2840,-1,1813,-1,1618,-1,-1,1307,-1,-1,1126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1102,-1,2183,-1,2770,1608,-1,-1,-1,-1,-1,-1,-1,474,-1,-1,336,-1,-1,-1,900,-1,-1,-1,1832,-1,-1,-1,-1,-1,-1,-1,2900,-1,-1,-1,-1,-1,-1,-1,1565,-1,-1,-1,1488,-1,-1,-1,1410,-1,-1,-1,-1,-1,795,-1,-1,-1,3001,-1,-1,739,-1,-1,-1,1502,-1,1674,2256,-1,-1,-1,-1,-1,-1,-1,510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1508,-1,-1,-1,1333,-1,-1,-1,-1,-1,-1,2924,1670,-1,-1,1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,1002,-1,-1,-1,3028,-1,-1,-1,-1,-1,-1,-1,-1,-1,1262,-1,1484,-1,-1,-1,-1,-1,1477,1259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1784,-1,-1,-1,-1,1605,2204,-1,-1,1650,-1,-1,-1,-1,1603,-1,-1,-1,-1,-1,-1,-1,1950,-1,-1,-1,1792,-1,-1,-1,-1,-1,-1,-1,2025,1829,-1,2133,-1,-1,1918,1832,-1,-1,-1,-1,-1,1919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1884,-1,-1,1690,-1,-1,-1,-1,1935,-1,-1,2005,-1,-1,-1,-1,-1,-1,-1,-1,1857,-1,-1,-1,-1,-1,-1,1869,-1,-1,-1,-1,1889,-1,-1,-1,-1,1879,1965,-1,-1,3012,474,1649,-1,-1,-1,-1,-1,-1,-1,-1,2072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2826,-1,-1,-1,-1,-1,1745,1774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1547,-1,1157,-1,-1,847,493,-1,-1,-1,-1,-1,-1,-1,-1,-1,382,-1,-1,1172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,690,-1,1244,-1,571,-1,514,539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,688,-1,602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1993,-1,467,1625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1027,-1,-1,1805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1822,-1,-1,-1,-1,-1,-1,-1,-1,-1,1768,-1,1991,-1,-1,-1,-1,1699,-1,-1,-1,-1,1513,-1,-1,-1,2119,-1,-1,-1,-1,-1,-1,-1,-1,1360,-1,-1,-1,-1,-1,-1,-1,-1,2043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,740,-1,-1,-1,-1,-1,1377,-1,-1,-1,-1,-1,-1,2159,1497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1688,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1088,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,-1,-1,-1,-1,-1,852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1489,-1,654,-1,-1,-1,-1,-1,-1,-1,3123,-1,-1,-1,-1,-1,1259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1740,832,1387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1796,712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1305,-1,-1,-1,-1,-1,-1,-1,1919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1668,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1113,1115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1451,835,-1,-1,-1,-1,-1,-1,-1,3199,-1,-1,-1,-1,-1,1135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1190,-1,-1,970,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2031,-1,-1,2815,2849,-1,-1,-1,-1,-1,3304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2891,-1,-1,-1,-1,-1,-1,-1,-1,2844,-1,3169,-1,-1,-1,2900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2982,-1,-1,-1,-1,-1,-1,-1,2995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2909,-1,-1,2835,-1,1635,-1,2926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3064,-1,-1,-1,-1,2638,-1,-1,-1,-1,-1,-1,-1,-1,3098,-1,-1,-1,-1,-1,-1,2742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2726,2856,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2294,-1,-1,-1,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,1454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1615,-1,1392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,486,-1,-1,1308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1324,-1,-1,-1,-1,-1,-1,-1,-1,-1,725,-1,-1,-1,-1,-1,-1,1243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,258,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,483,-1,-1,-1,-1,1274,-1,-1,-1,-1,1606,-1,-1,1048,1318,-1,-1,1133,-1,-1,1329,-1,841,-1,-1,-1,607,-1,-1,-1,-1,-1,-1,-1,960,-1,-1,-1,-1,-1,-1,-1,1130,1445,-1,-1,-1,-1,1080,-1,-1,-1,-1,-1,870,896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,959,-1,-1,-1,-1,1592,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1133,-1,-1,-1,1327,-1,1214,-1,-1,1027,-1,-1,-1,-1,1585,1108,-1,-1,-1,-1,1394,-1,-1,-1,-1,-1,810,-1,-1,-1,-1,-1,261,-1,1575,-1,653,942,-1,1492,1205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1693,-1,1126,-1,-1,-1,-1,-1,-1,-1,-1,-1,2468,-1,-1,-1,940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2615,-1,2377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
